volcano_name;eruption_number;eruption_category;area_of_activity;vei;start_year;start_month;start_day;evidence_method_dating;end_year;end_month;end_day;latitude;longitude
Fournaise, Piton de la;14383;Confirmed Eruption;East flank of Dolomieu (1850-1540 m);2;2002;11;16;Historical Observations;2002;12;3;-21.244;55.708
Tinakula;15208;Uncertain Eruption;NA;1;2002;11;16;NA;NA;NA;NA;-10.386;165.804
Papandayan;15688;Confirmed Eruption;Kawah Baru, Kawah Nangklak;2;2002;11;11;Historical Observations;2002;12;19;-7.32;107.73
Reventador;11446;Confirmed Eruption;Summit and SE flank (2600 m);4;2002;11;3;Historical Observations;2003;1;10;-0.077;-77.656
Monowai;14719;Confirmed Eruption;NA;0;2002;11;1;Hydrophonic;2002;11;24;-25.887;-177.188
Manam;14931;Confirmed Eruption;NA;2;2002;10;31;Historical Observations;NA;NA;NA;-4.08;145.037
Etna;13836;Confirmed Eruption;NE Rift (3100-1900 m), S flank (2850-2600 m);3;2002;10;26;Historical Observations;2003;1;28;37.748;14.999
Lascar;11875;Confirmed Eruption;NA;2;2002;10;26;Historical Observations;2002;10;27;-23.37;-67.73
Telica;10936;Confirmed Eruption;NA;0;2002;10;17;Historical Observations;NA;NA;NA;12.606;-86.84
Llaima;12074;Confirmed Eruption;NA;1;2002;10;13;Historical Observations;NA;NA;NA;-38.692;-71.729
Lewotobi;16300;Confirmed Eruption;Lewotobi Lakilaki;1;2002;10;12;Historical Observations;2002;10;12;-8.542;122.775
Mayon;16811;Confirmed Eruption;NA;1;2002;10;11;Historical Observations;2002;10;11;13.257;123.685
Guagua Pichincha;11499;Confirmed Eruption;NA;1;2002;10;11;Historical Observations;2002;12;7;-0.171;-78.598
Rabaul;15098;Confirmed Eruption;Tavurvur;2;2002;10;6;Historical Observations;2004;2;17;-4.271;152.203
Ruang;16493;Confirmed Eruption;NA;4;2002;9;25;Historical Observations;2002;9;29;2.Mar;125.37
Veniaminof;20173;Confirmed Eruption;Western intracaldera cone;1;2002;9;24;Historical Observations;2003;3;23;56.17;-159.38
Sumisujima;18354;Uncertain Eruption;NA;0;2002;9;4;NA;2002;9;4;31.44;140.051
Ulawun;15066;Confirmed Eruption;NA;2;2002;8;22;Historical Observations;2002;11;3;-5.05;151.33
Izu-Torishima;18372;Confirmed Eruption;Iwo-yama;2;2002;8;12;Historical Observations;2002;8;20;30.484;140.303
Witori;15027;Confirmed Eruption;Pago (summit and NW flank);3;2002;8;3;Historical Observations;2003;3;26;-5.576;150.516
Ritter Island;14975;Uncertain Eruption;NA;2;2002;8;2;NA;2002;8;2;-5.519;148.115
Wrangell;20420;Uncertain Eruption;NA;1;2002;8;1;Historical Observations;2002;8;2;62.006;-144.017
Ijen;16178;Uncertain Eruption;Kawah Ijen;1;2002;7;29;NA;2002;8;15;-8.058;114.242
Nyamuragira;14082;Confirmed Eruption;Summit caldera, north & south flanks;2;2002;7;25;Historical Observations;2002;9;16;-1.408;29.Feb
Korovin;19765;Confirmed Eruption;NA;1;2002;7;16;Historical Observations;NA;NA;NA;52.381;-174.166
Bardarbunga;12893;Uncertain Eruption;Loki-Fögrufjöll (W and E Loki cauldrons);0;2002;7;16;NA;2002;9;16;64.633;-17.516
Raung;16162;Confirmed Eruption;NA;2;2002;6;16;Historical Observations;2002;8;25;-8.119;114.056
Galeras;11376;Confirmed Eruption;El Pinta vent;1;2002;6;7;Historical Observations;2002;6;7;Jan.22;-77.37
Pacaya;19886;Confirmed Eruption;MacKenney Crater;1;2002;5;30;Historical Observations;2002;6;17;14.382;-90.601
San Cristobal;10889;Confirmed Eruption;NA;1;2002;5;29;Historical Observations;2002;12;16;12.702;-87.004
Langila;14998;Confirmed Eruption;Crater 2;2;2002;5;25;Historical Observations;2003;4;9;-5.525;148.42
Monowai;14718;Confirmed Eruption;NA;0;2002;5;24;Hydrophonic;2002;5;24;-25.887;-177.188
Nyiragongo;14107;Confirmed Eruption;NA;2;2002;5;17;Historical Observations;2020;4;16;-1.52;29.25
Kikai;17001;Confirmed Eruption;Iwo-dake;2;2002;5;11;Historical Observations;2002;7;16;30.793;130.305
Tinakula;15207;Uncertain Eruption;Upper NW flank;1;2002;4;16;Historical Observations;NA;NA;NA;-10.386;165.804
Guagua Pichincha;11498;Confirmed Eruption;NA;1;2002;4;16;Historical Observations;2002;4;16;-0.171;-78.598
Klyuchevskoy;19479;Confirmed Eruption;NA;2;2002;4;9;Historical Observations;2002;6;9;56.056;160.642
Epi;15331;Confirmed Eruption;NA;1;2002;3;16;Historical Observations;2002;3;16;-16.68;168.37
Kita-Ioto;18393;Uncertain Eruption;Funka-Asane;0;2002;2;28;NA;2002;2;28;25.424;141.284
Lokon-Empung;16461;Confirmed Eruption;Tompaluan;2;2002;2;9;Historical Observations;2002;5;16;1.358;124.792
Chikurachki;18855;Confirmed Eruption;SSE part of summit crater;2;2002;1;25;Historical Observations;2002;4;22;50.324;155.461
Nyiragongo;14106;Confirmed Eruption;South flank (2800-1570 m), summit crater;1;2002;1;17;Historical Observations;2002;2;3;-1.52;29.25
San Miguel;10866;Confirmed Eruption;NA;1;2002;1;16;Historical Observations;2002;1;16;13.434;-88.269
Manam;14930;Confirmed Eruption;South Crater;3;2002;1;13;Historical Observations;2002;5;21;-4.08;145.037
Fournaise, Piton de la;14382;Confirmed Eruption;NE part of l'Enclos Fouqué caldera;1;2002;1;5;Historical Observations;2002;1;16;-21.244;55.708
Fuego;10733;Confirmed Eruption;NA;3;2002;1;4;Historical Observations;2020;4;17;14.473;-90.88
Etna;13835;Confirmed Eruption;Central Crater, NE Crater;1;2001;12;16;Historical Observations;2002;10;30;37.748;14.999
Bezymianny;19379;Confirmed Eruption;NA;2;2001;12;10;Historical Observations;2002;1;6;55.972;160.595
Kick 'em Jenny;12468;Confirmed Eruption;NA;0;2001;12;4;Hydrophonic;2001;12;6;12.Mar;-61.64
Guagua Pichincha;11497;Confirmed Eruption;North of 1981 crater;1;2001;11;26;Historical Observations;2001;11;26;-0.171;-78.598
Walvis Ridge at 33°S;13144;Confirmed Eruption;Seamount NW of Wüst seamount;0;2001;11;24;Historical Observations;2002;3;16;-32.958;-5.22
Karymsky;19187;Confirmed Eruption;Summit and upper south flank;3;2001;11;15;Historical Observations;2016;4;1;54.049;159.443
Sumisujima;18353;Uncertain Eruption;NA;0;2001;10;31;NA;2002;2;28;31.44;140.051
Pacaya;19880;Confirmed Eruption;MacKenney Crater;1;2001;10;31;Historical Observations;2001;10;31;14.382;-90.601
Kita-Fukutokutai;18401;Uncertain Eruption;24.443 N, 141.378 E;0;2001;10;30;NA;2001;10;30;24.417;141.417
Fukutoku-Oka-no-Ba;18465;Uncertain Eruption;NA;0;2001;10;30;NA;2002;6;19;24.285;141.481
Kita-Ioto;18392;Uncertain Eruption;Funka-Asane;0;2001;10;29;NA;2001;10;29;25.424;141.284
Avachinsky;19104;Confirmed Eruption;NA;1;2001;10;5;Historical Observations;2001;10;5;53.256;158.836
Montagu Island;13205;Confirmed Eruption;NW of Mount Belinda;1;2001;10;1;Historical Observations;2007;9;20;-58.445;-26.374
Unnamed;14772;Confirmed Eruption;NA;2;2001;9;27;Historical Observations;2001;9;28;-18.325;-174.365
Talang;15494;Confirmed Eruption;Kepundan Panjang & Kabuo, Gabuo Atas;1;2001;9;25;Historical Observations;2001;11;15;-0.979;100.681
Ioto;18421;Confirmed Eruption;Off SE coast and Idogahama (NW coast);1;2001;9;21;Historical Observations;2001;10;23;24.751;141.289
Ulawun;15065;Confirmed Eruption;NA;2;2001;8;28;Historical Observations;2001;8;28;-5.05;151.33
Bezymianny;19378;Confirmed Eruption;NA;3;2001;7;23;Historical Observations;2001;8;10;55.972;160.595
Krakatau;15625;Confirmed Eruption;Anak Krakatau;1;2001;7;21;Historical Observations;2001;9;17;-6.102;105.423
Etna;13832;Confirmed Eruption;S to NE flanks (3100-2100 m);2;2001;7;17;Historical Observations;2001;8;9;37.748;14.999
Manam;14929;Confirmed Eruption;NA;2;2001;6;14;Historical Observations;2001;6;25;-4.08;145.037
Fournaise, Piton de la;14381;Confirmed Eruption;ESE flank (2500 m), East flank (1800-2000 m);1;2001;6;11;Historical Observations;2001;7;7;-21.244;55.708
Lopevi;15317;Confirmed Eruption;NW flank (200-400 m);3;2001;6;8;Historical Observations;2001;6;19;-16.507;168.346
Pavlof;20152;Uncertain Eruption;NA;1;2001;6;5;NA;NA;NA;NA;55.417;-161.894
Ibu;16580;Confirmed Eruption;NA;0;2001;5;28;Historical Observations;2001;10;3;1.488;127.63
Lascar;11874;Uncertain Eruption;NA;NA;2001;5;17;NA;2001;7;5;-23.37;-67.73
Kerinci;15528;Confirmed Eruption;NA;2;2001;5;12;Historical Observations;2002;8;27;-1.697;101.264
San Cristobal;10888;Confirmed Eruption;NA;1;2001;5;11;Historical Observations;2001;12;9;12.702;-87.004
McDonald Islands;14397;Confirmed Eruption;NA;1;2001;5;3;Historical Observations;NA;NA;NA;-53.03;72.6
Ahyi;18474;Confirmed Eruption;20.34°N, 145.02°E;0;2001;4;24;Hydrophonic;2001;4;25;20.42;145.03
Masaya;11037;Confirmed Eruption;Santiago;1;2001;4;23;Historical Observations;2001;4;25;11.985;-86.165
Marapi;15478;Confirmed Eruption;Verbeek Crater;2;2001;4;13;Historical Observations;2001;6;5;-0.38;100.474
Fournaise, Piton de la;14380;Confirmed Eruption;South flank (below Dolomieu at ~2500 m);1;2001;3;27;Historical Observations;2001;4;4;-21.244;55.708
Whakaari/White Island;14495;Confirmed Eruption;MH vent;2;2001;2;19;Historical Observations;2001;2;19;-37.52;177.18
Nyamuragira;14081;Confirmed Eruption;North and SSE  flanks;2;2001;2;6;Historical Observations;2001;4;5;-1.408;29.Feb
Cleveland;19816;Confirmed Eruption;NA;3;2001;2;2;Historical Observations;2001;4;15;52.825;-169.944
Telica;10935;Confirmed Eruption;NA;1;2001;1;17;Historical Observations;2001;12;19;12.606;-86.84
Nishinoshima;18366;Uncertain Eruption;NA;0;2001;1;16;NA;NA;NA;NA;27.247;140.874
Ulawun;15064;Confirmed Eruption;Summit and NNE flank;3;2001;1;16;Historical Observations;2001;5;3;-5.05;151.33
Inielika;16258;Confirmed Eruption;Summit crater complex;2;2001;1;11;Historical Observations;2001;3;16;-8.73;120.98
Miyakejima;18274;Confirmed Eruption;NA;2;2001;1;11;Historical Observations;2002;11;24;34.094;139.526
Mayon;16810;Confirmed Eruption;NA;3;2001;1;8;Historical Observations;2001;8;8;13.257;123.685
Peuet Sague;15395;Confirmed Eruption;NA;2;2000;12;25;Historical Observations;2000;12;26;4.903;96.289
Suwanosejima;16946;Confirmed Eruption;O-take (Upper NE flank);3;2000;12;19;Historical Observations;2004;7;5;29.638;129.714
Tengger Caldera;16062;Confirmed Eruption;Bromo;2;2000;11;29;Historical Observations;2001;1;15;-7.942;112.95
Sumisujima;18352;Uncertain Eruption;NA;0;2000;10;30;NA;2000;10;30;31.44;140.051
Kita-Ioto;18391;Uncertain Eruption;Funka-Asane;0;2000;10;30;NA;2000;10;30;25.424;141.284
Kikai;17000;Confirmed Eruption;Iwo-dake;1;2000;10;16;Historical Observations;2001;12;16;30.793;130.305
Ulawun;15063;Confirmed Eruption;NA;4;2000;9;28;Historical Observations;2000;11;1;-5.05;151.33
Hokkaido-Komagatake;18582;Confirmed Eruption;NA;1;2000;9;4;Historical Observations;2000;11;8;42.063;140.677
Ijen;16176;Uncertain Eruption;Kawah Ijen;1;2000;9;1;NA;2000;9;10;-8.058;114.242
Kaba;15548;Confirmed Eruption;NA;1;2000;8;22;Historical Observations;2000;8;27;-3.522;102.615
Pacaya;10763;Confirmed Eruption;MacKenney Crater;1;2000;8;16;Historical Observations;2001;7;5;14.382;-90.601
Bardarbunga;12892;Uncertain Eruption;Loki-Fögrufjöll (W and E Loki cauldrons);0;2000;8;16;NA;NA;NA;NA;64.633;-17.516
Shishaldin;20099;Uncertain Eruption;Summit;1;2000;8;11;NA;NA;NA;NA;54.756;-163.97
Klyuchevskoy;19478;Confirmed Eruption;NA;2;2000;7;28;Historical Observations;2000;9;22;56.056;160.642
Fukutoku-Oka-no-Ba;18464;Uncertain Eruption;NA;0;2000;7;26;NA;2001;6;13;24.285;141.481
Lascar;11873;Confirmed Eruption;NA;2;2000;7;20;Historical Observations;2001;1;18;-23.37;-67.73
Bezymianny;19377;Confirmed Eruption;NA;2;2000;7;18;Historical Observations;2000;11;4;55.972;160.595
Slamet;15764;Uncertain Eruption;NA;1;2000;7;16;NA;2000;10;16;-7.242;109.208
Mayon;16809;Confirmed Eruption;NA;2;2000;7;16;Historical Observations;2000;8;31;13.257;123.685
Raung;16161;Confirmed Eruption;NA;2;2000;7;9;Historical Observations;2000;7;9;-8.119;114.056
Copahue;12011;Confirmed Eruption;Agrio Crater;2;2000;7;1;Historical Observations;2000;10;18;-37.856;-71.183
Mutnovsky;18973;Confirmed Eruption;NA;1;2000;6;30;Hydrophonic;2000;6;30;52.449;158.196
Miyakejima;18273;Confirmed Eruption;Summit and submarine western flank;3;2000;6;27;Historical Observations;2000;9;28;34.094;139.526
Fournaise, Piton de la;14379;Confirmed Eruption;SE flank (2100-1800 m), E flank (2260-2000 m);1;2000;6;23;Historical Observations;2000;11;13;-21.244;55.708
Manam;14928;Confirmed Eruption;South Crater;2;2000;6;3;Historical Observations;2000;6;4;-4.08;145.037
Krakatau;15624;Confirmed Eruption;Anak Krakatau;1;2000;5;29;Historical Observations;2000;10;30;-6.102;105.423
Cameroon;14135;Confirmed Eruption;Upper SW flank (4000, 3470-3220, 2750 m);2;2000;5;28;Historical Observations;2000;9;15;4.203;Sep.17
Soputan;16435;Confirmed Eruption;NA;2;2000;5;13;Historical Observations;2003;9;4;1.112;124.737
Saunders;13204;Confirmed Eruption;NA;0;2000;5;13;Historical Observations;2013;11;16;-57.8;-26.483
Lokon-Empung;16460;Confirmed Eruption;Tompaluan;2;2000;5;10;Historical Observations;2001;8;18;1.358;124.792
Sabancaya;11751;Confirmed Eruption;NA;2;2000;4;16;Historical Observations;2000;10;29;-15.787;-71.857
Toya;18602;Confirmed Eruption;Usu N flank (Kompira-yama & W Nishi-yama);2;2000;3;31;Historical Observations;2001;9;15;42.544;140.839
Galeras;11375;Confirmed Eruption;NA;1;2000;3;21;Historical Observations;2000;5;18;Jan.22;-77.37
Mutnovsky;18972;Confirmed Eruption;North crater;2;2000;3;17;Historical Observations;2000;3;17;52.449;158.196
Bezymianny;19376;Confirmed Eruption;NA;2;2000;3;14;Historical Observations;2000;3;26;55.972;160.595
Marapi;15477;Confirmed Eruption;NA;2;2000;3;11;Historical Observations;2000;4;3;-0.38;100.474
Heard;14409;Confirmed Eruption;Mawson Peak and upper south flank;2;2000;3;7;Historical Observations;2001;2;16;-53.106;73.513
Whakaari/White Island;14494;Confirmed Eruption;MH vent;3;2000;3;7;Historical Observations;2000;9;5;-37.52;177.18
Tinakula;15206;Confirmed Eruption;NA;1;2000;2;29;Historical Observations;2001;5;8;-10.386;165.804
Bagana;15139;Confirmed Eruption;NA;2;2000;2;28;Historical Observations;2020;4;17;-6.137;155.196
Hekla;12754;Confirmed Eruption;SW flank;3;2000;2;26;Historical Observations;2000;3;8;63.983;-19.666
Suwanosejima;16945;Confirmed Eruption;O-take;2;2000;2;24;Historical Observations;2000;2;24;29.638;129.714
Fournaise, Piton de la;14378;Confirmed Eruption;North flank of Dolomieu (2490-2250 m);1;2000;2;14;Historical Observations;2000;3;4;-21.244;55.708
Klyuchevskoy;19477;Confirmed Eruption;NA;2;2000;2;3;Historical Observations;2000;2;8;56.056;160.642
Nyamuragira;14080;Confirmed Eruption;SE flank (Ngerageze);2;2000;1;27;Historical Observations;2000;2;10;-1.408;29.Feb
Kita-Ioto;18390;Uncertain Eruption;Funka-Asane;0;2000;1;25;NA;2000;1;26;25.424;141.284
Barren Island;15385;Uncertain Eruption;NA;1;2000;1;16;NA;NA;NA;NA;12.278;93.858
Kikai;16999;Confirmed Eruption;Iwo-dake;2;2000;1;16;Historical Observations;2000;3;16;30.793;130.305
Concepcion;11072;Confirmed Eruption;NA;1;1999;12;27;Historical Observations;1999;12;29;11.538;-85.622
Masaya;11036;Confirmed Eruption;Santiago;1;1999;11;22;Historical Observations;2000;3;2;11.985;-86.165
Kavachi;15178;Confirmed Eruption;NA;1;1999;11;16;Historical Observations;2003;8;16;-8.991;157.979
Ulawun;15062;Confirmed Eruption;NA;1;1999;10;20;Historical Observations;1999;10;20;-5.05;151.33
Moyorodake [Medvezhia];18765;Confirmed Eruption;Kudriavy;1;1999;10;7;Historical Observations;1999;10;13;45.389;148.838
Tungurahua;11643;Confirmed Eruption;NA;3;1999;10;5;Historical Observations;2009;7;8;-1.467;-78.442
Shishaldin;20098;Uncertain Eruption;NA;1;1999;9;25;NA;2000;2;4;54.756;-163.97
Ioto;18420;Confirmed Eruption;Asodai area;1;1999;9;10;Historical Observations;1999;9;10;24.751;141.289
Fukutoku-Oka-no-Ba;18463;Uncertain Eruption;NA;0;1999;9;8;NA;2000;2;18;24.285;141.481
Kita-Ioto;18389;Uncertain Eruption;Funka-Asane;0;1999;9;7;NA;1999;9;16;25.424;141.284
Sheveluch;19594;Confirmed Eruption;NA;4;1999;8;15;Historical Observations;2020;4;17;56.653;161.36
Negro, Cerro;10970;Confirmed Eruption;South flank (near Cristo Rey crater);2;1999;8;5;Historical Observations;1999;8;7;12.506;-86.702
Raung;16156;Confirmed Eruption;NA;2;1999;7;30;Historical Observations;NA;NA;NA;-8.119;114.056
Fournaise, Piton de la;14377;Confirmed Eruption;Dolomieu, E (2500-2100) &S flanks (1900 m);1;1999;7;19;Historical Observations;1999;10;23;-21.244;55.708
Katla;12679;Uncertain Eruption;W, S, and E margins of caldera;0;1999;7;17;NA;1999;8;15;63.633;-19.083
Ijen;16175;Confirmed Eruption;Kawah Ijen;1;1999;6;28;Historical Observations;1999;6;28;-8.058;114.242
Mayon;16808;Confirmed Eruption;NA;3;1999;6;22;Historical Observations;2000;3;19;13.257;123.685
Suwanosejima;16944;Confirmed Eruption;O-take;1;1999;6;15;Historical Observations;1999;6;30;29.638;129.714
Monowai;14717;Confirmed Eruption;NA;0;1999;6;6;Hydrophonic;1999;6;11;-25.887;-177.188
Iliwerung;16350;Confirmed Eruption;Hobal (submarine vent on SE flank);0;1999;5;22;Historical Observations;1999;9;16;-8.53;123.57
Fuego;10732;Confirmed Eruption;NA;2;1999;5;21;Historical Observations;2000;12;9;14.473;-90.88
Telica;10934;Confirmed Eruption;NA;2;1999;5;21;Historical Observations;2000;9;6;12.606;-86.84
Tinakula;15205;Confirmed Eruption;NA;1;1999;5;16;Historical Observations;NA;NA;NA;-10.386;165.804
Wrangell;20419;Uncertain Eruption;NA;1;1999;5;14;Historical Observations;1999;5;14;62.006;-144.017
Slamet;15763;Confirmed Eruption;NA;1;1999;5;1;Historical Observations;1999;9;16;-7.242;109.208
San Cristobal;10887;Confirmed Eruption;NA;2;1999;5;1;Historical Observations;2000;6;16;12.702;-87.004
Marapi;15476;Confirmed Eruption;NA;2;1999;4;16;Historical Observations;1999;9;16;-0.38;100.474
East Gakkel Ridge at 85°E;12976;Confirmed Eruption;East Gakkel Ridge;2;1999;4;5;Seismicity;1999;4;15;85.608;85.25
Sheveluch;19588;Confirmed Eruption;NA;2;1999;4;3;Historical Observations;1999;4;12;56.653;161.36
Lewotobi;16299;Confirmed Eruption;Lewotobi Lakilaki;2;1999;3;31;Historical Observations;1999;7;1;-8.542;122.775
Cameroon;14134;Confirmed Eruption;South flank (2650 and 1500 m);2;1999;3;28;Historical Observations;1999;4;17;4.203;Sep.17
Kerinci;15527;Confirmed Eruption;NA;2;1999;3;16;Historical Observations;1999;9;16;-1.697;101.264
Karangetang;16539;Confirmed Eruption;NA;3;1999;3;16;Historical Observations;2003;10;28;2.781;125.407
Batur;16206;Confirmed Eruption;NA;1;1999;3;15;Historical Observations;2000;6;16;-8.242;115.375
Shishaldin;20097;Confirmed Eruption;NA;3;1999;3;13;Historical Observations;1999;5;27;54.756;-163.97
Peuet Sague;15394;Confirmed Eruption;NA;1;1999;3;9;Historical Observations;1999;4;30;4.903;96.289
Bezymianny;19375;Confirmed Eruption;NA;2;1999;2;25;Historical Observations;1999;2;25;55.972;160.595
Kavachi;15176;Confirmed Eruption;NA;1;1999;2;16;Historical Observations;1999;5;16;-8.991;157.979
Krakatau;15623;Confirmed Eruption;Anak Krakatau;2;1999;2;5;Historical Observations;1999;8;16;-6.102;105.423
Klyuchevskoy;19476;Confirmed Eruption;NA;2;1999;2;5;Historical Observations;1999;7;12;56.056;160.642
Epi;15330;Confirmed Eruption;NA;1;1999;2;1;Historical Observations;NA;NA;NA;-16.68;168.37
Saunders;22333;Confirmed Eruption;NA;0;1999;1;19;Historical Observations;1999;1;19;-57.8;-26.483
Unnamed;14729;Confirmed Eruption;NA;1;1999;1;8;Historical Observations;1999;1;14;-20.852;-175.55
Suwanosejima;16943;Confirmed Eruption;O-take;1;1999;1;5;Historical Observations;1999;2;24;29.638;129.714
Ibu;16579;Confirmed Eruption;NA;2;1998;12;18;Historical Observations;1999;9;16;1.488;127.63
Grimsvotn;12841;Confirmed Eruption;South caldera wall;3;1998;12;18;Historical Observations;1998;12;28;64.416;-17.316
Terceira;19963;Confirmed Eruption;Serreta Ridge (submarine vent W of Terceira);0;1998;11;25;Historical Observations;2000;3;16;38.73;-27.32
Planchon-Peteroa;11946;Confirmed Eruption;NA;1;1998;11;18;Historical Observations;1998;11;21;-35.223;-70.568
Llaima;12073;Confirmed Eruption;NA;2;1998;11;10;Historical Observations;NA;NA;NA;-38.692;-71.729
Akan;18703;Confirmed Eruption;Me-Akan (Ponmachineshiri);1;1998;11;9;Historical Observations;1998;11;9;43.384;144.013
Shishaldin;20096;Confirmed Eruption;NA;1;1998;11;4;Historical Observations;1998;11;4;54.756;-163.97
Kerinci;15526;Confirmed Eruption;NA;2;1998;11;3;Historical Observations;NA;NA;NA;-1.697;101.264
Kita-Ioto;18388;Uncertain Eruption;Funka-Asane;0;1998;10;27;NA;1998;10;27;25.424;141.284
Sumisujima;18351;Uncertain Eruption;NA;0;1998;10;27;NA;1999;1;13;31.44;140.051
Hokkaido-Komagatake;18581;Confirmed Eruption;1996 crater;2;1998;10;25;Historical Observations;1998;10;25;42.063;140.677
Nyamuragira;14079;Confirmed Eruption;NA;2;1998;10;17;Historical Observations;1998;10;25;-1.408;29.Feb
Fukutoku-Oka-no-Ba;18462;Uncertain Eruption;NA;0;1998;10;16;NA;1999;1;12;24.285;141.481
Azul, Cerro;11729;Confirmed Eruption;N & W caldera floor, SE flank (630-680 m);1;1998;9;15;Historical Observations;1998;10;21;-0.92;-91.408
Masaya;11035;Confirmed Eruption;Santiago;1;1998;9;14;Historical Observations;1998;9;14;11.985;-86.165
Whakaari/White Island;14493;Confirmed Eruption;NW corner of 1978/90 crater complex;2;1998;8;22;Historical Observations;1999;8;16;-37.52;177.18
Chiginagak;20199;Confirmed Eruption;NA;1;1998;8;13;Historical Observations;1998;8;13;57.135;-156.99
Guagua Pichincha;11496;Confirmed Eruption;West and SE of 1981 crater;3;1998;8;7;Historical Observations;2001;5;25;-0.171;-78.598
Klyuchevskoy;19475;Confirmed Eruption;NA;2;1998;7;23;Historical Observations;1998;9;2;56.056;160.642
Lopevi;15316;Confirmed Eruption;1963 crater (NW flank 1000 m);3;1998;7;16;Historical Observations;2000;4;25;-16.507;168.346
Karangetang;16538;Confirmed Eruption;NA;1;1998;7;5;Historical Observations;NA;NA;NA;2.781;125.407
Kerinci;15525;Confirmed Eruption;NA;2;1998;7;4;Historical Observations;1998;7;4;-1.697;101.264
Batur;16205;Confirmed Eruption;NA;1;1998;7;4;Historical Observations;NA;NA;NA;-8.242;115.375
Kavachi;15175;Uncertain Eruption;NA;0;1998;7;2;NA;NA;NA;NA;-8.991;157.979
Bezymianny;19374;Confirmed Eruption;NA;0;1998;6;20;Historical Observations;1998;6;22;55.972;160.595
Sheveluch;19587;Confirmed Eruption;NA;3;1998;5;30;Historical Observations;1998;9;3;56.653;161.36
Kita-Ioto;18387;Uncertain Eruption;Funka-Asane;0;1998;5;21;NA;1998;5;21;25.424;141.284
Korovin;19764;Confirmed Eruption;NA;3;1998;5;8;Historical Observations;1998;7;8;52.381;-174.166
Kikai;16998;Confirmed Eruption;Iwo-dake;2;1998;4;25;Historical Observations;1999;8;16;30.793;130.305
Peuet Sague;15393;Confirmed Eruption;NA;1;1998;4;19;Historical Observations;1998;4;26;4.903;96.289
Llaima;12072;Confirmed Eruption;NA;2;1998;4;3;Historical Observations;1998;4;23;-38.692;-71.729
Niigata-Yakeyama;17551;Confirmed Eruption;Upper east flank;1;1998;3;30;Historical Observations;NA;NA;NA;36.921;138.036
Whakaari/White Island;14492;Confirmed Eruption;NA;1;1998;3;28;Historical Observations;1998;3;29;-37.52;177.18
Fournaise, Piton de la;14376;Confirmed Eruption;N and WSW of Dolomieu, outer N flank;1;1998;3;9;Historical Observations;1998;9;20;-21.244;55.708
Villarrica;12179;Confirmed Eruption;NA;1;1998;2;24;Historical Observations;2002;6;16;-39.42;-71.93
Rincon de la Vieja;11106;Confirmed Eruption;NA;2;1998;2;15;Historical Observations;1998;9;16;Oct.83;-85.324
Axial Seamount;20713;Confirmed Eruption;South end of Axial caldera;0;1998;1;25;Historical Observations;1998;2;5;45.95;-130
San Miguel;10865;Confirmed Eruption;NA;1;1997;12;31;Historical Observations;NA;NA;NA;13.434;-88.269
Monowai;14716;Confirmed Eruption;NA;0;1997;12;15;Hydrophonic;1998;2;4;-25.887;-177.188
Bezymianny;19373;Confirmed Eruption;NA;3;1997;12;5;Historical Observations;1997;12;6;55.972;160.595
Colima;10475;Confirmed Eruption;1994 crater;3;1997;11;22;Historical Observations;2011;6;21;19.514;-103.62
Sumisujima;18350;Uncertain Eruption;NA;0;1997;11;21;NA;1997;11;21;31.44;140.051
Fukutoku-Oka-no-Ba;18461;Uncertain Eruption;NA;0;1997;11;18;NA;1998;5;21;24.285;141.481
Niigata-Yakeyama;17550;Confirmed Eruption;Upper east flank;1;1997;10;29;Historical Observations;1997;12;10;36.921;138.036
Ruapehu;14667;Confirmed Eruption;NA;1;1997;10;9;Historical Observations;1997;10;18;-39.28;175.57
Klyuchevskoy;19474;Confirmed Eruption;NA;1;1997;9;7;Historical Observations;1997;9;26;56.056;160.642
Alaid;18892;Uncertain Eruption;NA;NA;1997;8;23;NA;1997;8;23;50.861;155.565
Akita-Yakeyama;18090;Confirmed Eruption;Kare-numa;1;1997;8;16;Historical Observations;1997;8;16;39.964;140.757
Bardarbunga;12891;Uncertain Eruption;Loki-Fögrufjöll (East Loki cauldron);0;1997;8;16;NA;NA;NA;NA;64.633;-17.516
Watt, Morne;12374;Confirmed Eruption;NE of Watt Mtn (Valley of Desolation);1;1997;7;15;Historical Observations;1997;7;15;15.307;-61.305
Kikai;16997;Confirmed Eruption;Iwo-dake;1;1997;7;2;Historical Observations;NA;NA;NA;30.793;130.305
Sangeang Api;16252;Confirmed Eruption;NA;2;1997;7;2;Historical Observations;1999;7;2;-8.2;119.07
Don Joao de Castro Bank;13000;Uncertain Eruption;NW of Don Joao de Castro Bank;0;1997;6;27;NA;1997;7;16;38.23;-26.63
Masaya;11034;Confirmed Eruption;Santiago;1;1997;6;3;Historical Observations;1997;11;17;11.985;-86.165
Shishaldin;20095;Confirmed Eruption;NA;1;1997;6;2;Historical Observations;1997;6;2;54.756;-163.97
San Cristobal;10886;Confirmed Eruption;NA;1;1997;5;19;Historical Observations;1997;7;7;12.702;-87.004
Akita-Yakeyama;18089;Confirmed Eruption;NE flank (Sumikawa-Onsen);1;1997;5;11;Historical Observations;1997;5;11;39.964;140.757
