volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
"Acatenango","10655","Confirmed Eruption","Pico Central-Yepocapa saddle","1","1972","11","12","Historical Observations","1972","12","16","14.501","-90.876"
"Acatenango","10654","Confirmed Eruption","Pico Central","2","1926","8","0","Historical Observations","1927","5","19","14.501","-90.876"
"Acatenango","10653","Confirmed Eruption","North slope of Pico Central","3","1924","12","18","Historical Observations","1925","6","7","14.501","-90.876"
"Adatarayama","17913","Confirmed Eruption","Numanotaira","1","1996","9","1","Historical Observations","1996","9","1","37.647","140.281"
"Adatarayama","17912","Confirmed Eruption","Numanotaira","2","1900","7","17","Historical Observations","1900","7","17","37.647","140.281"
"Adatarayama","17911","Confirmed Eruption","Numanotaira","2","1899","8","24","Historical Observations","1899","11","12","37.647","140.281"
"Adatarayama","17910","Uncertain Eruption","Numanotaira","1","1813","1","10","NA","NA","NA","NA","37.647","140.281"
"Agrigan","18502","Confirmed Eruption","NA","4","1917","4","9","Historical Observations","NA","NA","NA","18.77","145.67"
"Agua","10734","Discredited Eruption","NA","NA","1541","9","11","NA","NA","NA","NA","14.465","-90.743"
"Agua de Pau","13033","Confirmed Eruption","Lagoa do Fogo caldera","2","1564","2","10","Historical Observations","1564","2","12","37.77","-25.47"
"Agua de Pau","13032","Confirmed Eruption","Caldera, NW flank (Cerro Queimado)","5","1563","6","28","Historical Observations","1563","7","26","37.77","-25.47"
"Agung","22241","Confirmed Eruption","Summit crater","3","2017","11","21","Historical Observations","2019","6","13","-8.343","115.508"
"Agung","16210","Confirmed Eruption","NA","5","1963","2","18","Historical Observations","1964","1","27","-8.343","115.508"
"Agung","16208","Uncertain Eruption","NA","2","1821","3","16","NA","NA","NA","NA","-8.343","115.508"
"Ahyi","20936","Confirmed Eruption","NA","0","2014","4","24","Hydrophonic","2014","5","17","20.42","145.03"
"Ahyi","18474","Confirmed Eruption","20.34°N, 145.02°E","0","2001","4","24","Hydrophonic","2001","4","25","20.42","145.03"
"Ahyi","18470","Uncertain Eruption","NA","0","1979","11","15","NA","NA","NA","NA","20.42","145.03"
"Aira","22203","Confirmed Eruption","Minamidake summit crater","1","2017","3","25","Historical Observations","2020","4","17","31.593","130.657"
"Aira","17088","Confirmed Eruption","Minami-dake and east flank (Showa crater)","3","1955","10","13","Historical Observations","2016","8","22","31.593","130.657"
"Aira","17087","Uncertain Eruption","Minami-dake","1","1954","11","16","NA","1954","12","16","31.593","130.657"
"Aira","17086","Confirmed Eruption","Minami-dake","1","1950","6","29","Historical Observations","1950","9","9","31.593","130.657"
"Aira","17085","Confirmed Eruption","East flank of Minami-dake (750 m)","1","1948","7","27","Historical Observations","1948","7","27","31.593","130.657"
"Aira","17084","Confirmed Eruption","East flank of Minami-dake (750 m)","2","1946","1","0","Historical Observations","1946","11","0","31.593","130.657"
"Aira","17083","Confirmed Eruption","East flank of Minami-dake (750 m)","1","1942","7","16","Historical Observations","1942","7","16","31.593","130.657"
"Aira","17082","Confirmed Eruption","East flank of Minami-dake (750 m)","2","1941","4","28","Historical Observations","1941","8","26","31.593","130.657"
"Aira","17081","Confirmed Eruption","Minami-dake and east flank (750 m)","2","1940","4","24","Historical Observations","1940","7","9","31.593","130.657"
"Aira","17080","Confirmed Eruption","East flank of Minami-dake (750 m)","2","1939","10","26","Historical Observations","1939","11","12","31.593","130.657"
"Aira","17079","Confirmed Eruption","Minami-dake","2","1938","2","25","Historical Observations","1938","3","31","31.593","130.657"
"Aira","17078","Confirmed Eruption","Minami-dake","1","1935","9","20","Historical Observations","1935","9","24","31.593","130.657"
"Aira","17077","Confirmed Eruption","West, east and SE flanks","4","1914","1","12","Historical Observations","1915","5","0","31.593","130.657"
"Aira","17072","Uncertain Eruption","Minami-dake","1","1899","9","24","NA","1899","9","25","31.593","130.657"
"Aira","17070","Confirmed Eruption","Minami-dake","2","1799","3","27","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17066","Confirmed Eruption","Minami-dake","2","1791","9","11","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17065","Confirmed Eruption","Minami-dake","2","1790","7","29","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17064","Confirmed Eruption","NA","2","1785","11","20","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17063","Confirmed Eruption","NA","3","1783","9","3","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17062","Confirmed Eruption","NE flank (offshore)","2","1782","1","18","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17061","Confirmed Eruption","NE flank, off NE coast, south flank","4","1779","11","8","Historical Observations","1781","5","0","31.593","130.657"
"Aira","17060","Discredited Eruption","NA","NA","1766","6","5","NA","NA","NA","NA","31.593","130.657"
"Aira","17059","Confirmed Eruption","Minami-dake","2","1756","9","9","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17058","Confirmed Eruption","Minami-dake summit, west flank?","2","1749","9","0","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17057","Confirmed Eruption","Minami-dake","2","1742","4","6","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17056","Confirmed Eruption","Minami-dake","2","1706","1","0","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17055","Confirmed Eruption","Minami-dake","2","1678","3","1","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17054","Uncertain Eruption","NA","2","1670","6","1","NA","NA","NA","NA","31.593","130.657"
"Aira","17053","Confirmed Eruption","Minami-dake","2","1642","4","6","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17052","Confirmed Eruption","Minami-dake","2","1478","9","23","Historical Observations","NA","NA","NA","31.593","130.657"
"Aira","17051","Confirmed Eruption","NE and SW flanks, summit crater","5","1471","11","3","Historical Observations","1476","10","8","31.593","130.657"
"Akademia Nauk","19125","Confirmed Eruption","North margin of Karymsky Lake","3","1996","1","2","Historical Observations","1996","1","3","53.98","159.45"
"Akagisan","17849","Uncertain Eruption","NA","NA","1938","7","16","NA","NA","NA","NA","36.56","139.193"
"Akagisan","17848","Uncertain Eruption","NA","3","1251","5","18","NA","NA","NA","NA","36.56","139.193"
"Akan","18707","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","2008","11","18","Historical Observations","2008","11","28","43.384","144.013"
"Akan","18704","Confirmed Eruption","NE flank of Me-Akan","1","2006","3","21","Historical Observations","2006","3","21","43.384","144.013"
"Akan","18703","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1998","11","9","Historical Observations","1998","11","9","43.384","144.013"
"Akan","18702","Confirmed Eruption","Me-Akan (Ponmachineshiri crater no. 4)","1","1996","11","21","Historical Observations","1996","11","21","43.384","144.013"
"Akan","18701","Confirmed Eruption","Me-Akan (SE rim of Ponmachineshiri)","1","1988","1","5","Historical Observations","1988","2","18","43.384","144.013"
"Akan","18700","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1984","5","1","Historical Observations","1984","5","1","43.384","144.013"
"Akan","18699","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","1966","6","15","Historical Observations","1966","6","15","43.384","144.013"
"Akan","18698","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","1965","5","15","Historical Observations","1965","5","15","43.384","144.013"
"Akan","18697","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","1964","6","18","Historical Observations","1964","7","4","43.384","144.013"
"Akan","18696","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","1962","4","28","Historical Observations","1962","4","28","43.384","144.013"
"Akan","18695","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1960","9","16","Historical Observations","1960","9","16","43.384","144.013"
"Akan","18694","Confirmed Eruption","Me-Akan (Naka- and Ponmachineshiri)","1","1959","5","15","Historical Observations","1959","10","16","43.384","144.013"
"Akan","18693","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1958","2","23","Historical Observations","1958","2","23","43.384","144.013"
"Akan","18692","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1957","2","26","Historical Observations","1957","9","5","43.384","144.013"
"Akan","18691","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1956","3","18","Historical Observations","1956","10","31","43.384","144.013"
"Akan","18690","Confirmed Eruption","Me-Akan (Ponmachineshiri)","1","1955","11","19","Historical Observations","1955","11","19","43.384","144.013"
"Akan","18689","Confirmed Eruption","Me-Akan (Nakamachineshiri)","1","1954","1","7","Historical Observations","1954","4","13","43.384","144.013"
"Akan","18688","Uncertain Eruption","Me-Akan (NE foot)","1","1951","7","31","NA","1952","3","16","43.384","144.013"
"Akan","18687","Uncertain Eruption","Me-Akan","1","1927","4","0","NA","1927","5","0","43.384","144.013"
"Akita-Komagatake","18053","Confirmed Eruption","Me-dake","2","1970","9","18","Historical Observations","1971","1","26","39.761","140.799"
"Akita-Komagatake","18052","Confirmed Eruption","Ishibora (south flank of Me-dake)","2","1932","7","21","Historical Observations","1932","7","24","39.761","140.799"
"Akita-Komagatake","18050","Confirmed Eruption","NA","2","1890","12","0","Historical Observations","1891","1","0","39.761","140.799"
"Akita-Yakeyama","18090","Confirmed Eruption","Kare-numa","1","1997","8","16","Historical Observations","1997","8","16","39.964","140.757"
"Akita-Yakeyama","18089","Confirmed Eruption","NE flank (Sumikawa-Onsen)","1","1997","5","11","Historical Observations","1997","5","11","39.964","140.757"
"Akita-Yakeyama","18088","Confirmed Eruption","NA","1","1957","7","2","Historical Observations","NA","NA","NA","39.964","140.757"
"Akita-Yakeyama","18087","Confirmed Eruption","Kare-numa","1","1951","2","16","Historical Observations","NA","NA","NA","39.964","140.757"
"Akita-Yakeyama","18086","Confirmed Eruption","Kare-numa","1","1950","7","2","Historical Observations","NA","NA","NA","39.964","140.757"
"Akita-Yakeyama","18085","Confirmed Eruption","Kare-numa","1","1949","8","30","Historical Observations","1949","9","1","39.964","140.757"
"Akita-Yakeyama","18083","Confirmed Eruption","NA","2","1929","9","0","Historical Observations","NA","NA","NA","39.964","140.757"
"Akita-Yakeyama","18082","Confirmed Eruption","NA","2","1890","9","23","Historical Observations","NA","NA","NA","39.964","140.757"
"Akita-Yakeyama","18079","Confirmed Eruption","Karenuma","2","1678","2","22","Historical Observations","NA","NA","NA","39.964","140.757"
"Akutan","20038","Confirmed Eruption","NA","1","1992","12","18","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20037","Confirmed Eruption","NA","2","1992","3","8","Historical Observations","1992","5","21","54.134","-165.986"
"Akutan","20036","Confirmed Eruption","NA","2","1991","9","15","Historical Observations","1991","10","29","54.134","-165.986"
"Akutan","20035","Confirmed Eruption","NA","2","1990","9","6","Historical Observations","1990","10","1","54.134","-165.986"
"Akutan","20034","Confirmed Eruption","NA","2","1990","1","26","Historical Observations","1990","1","26","54.134","-165.986"
"Akutan","20033","Confirmed Eruption","NA","2","1989","2","27","Historical Observations","1989","3","28","54.134","-165.986"
"Akutan","20032","Confirmed Eruption","NA","2","1988","3","26","Historical Observations","1988","7","20","54.134","-165.986"
"Akutan","20031","Confirmed Eruption","NA","2","1987","1","31","Historical Observations","1987","6","24","54.134","-165.986"
"Akutan","20030","Confirmed Eruption","NA","2","1986","3","18","Historical Observations","1986","6","30","54.134","-165.986"
"Akutan","20029","Confirmed Eruption","NA","2","1982","10","5","Historical Observations","1983","5","16","54.134","-165.986"
"Akutan","20028","Confirmed Eruption","NA","2","1980","7","3","Historical Observations","1980","7","8","54.134","-165.986"
"Akutan","20027","Confirmed Eruption","NA","2","1978","9","25","Historical Observations","1978","10","16","54.134","-165.986"
"Akutan","20025","Confirmed Eruption","NA","2","1976","10","15","Historical Observations","1977","5","9","54.134","-165.986"
"Akutan","20024","Confirmed Eruption","West flank ?","2","1974","2","11","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20023","Confirmed Eruption","NA","2","1973","3","16","Historical Observations","1973","5","16","54.134","-165.986"
"Akutan","20022","Uncertain Eruption","NA","2","1972","9","16","NA","NA","NA","NA","54.134","-165.986"
"Akutan","20021","Confirmed Eruption","NA","2","1962","11","5","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20020","Confirmed Eruption","NA","2","1953","7","2","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20019","Confirmed Eruption","NA","2","1951","10","16","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20018","Confirmed Eruption","NA","2","1948","4","29","Historical Observations","1948","8","7","54.134","-165.986"
"Akutan","20017","Confirmed Eruption","NA","2","1946","12","0","Historical Observations","1947","1","0","54.134","-165.986"
"Akutan","20016","Confirmed Eruption","NA","2","1931","5","0","Historical Observations","1931","8","0","54.134","-165.986"
"Akutan","20015","Confirmed Eruption","NA","2","1929","5","0","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","19838","Confirmed Eruption","NA","0","1908","2","22","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","21085","Confirmed Eruption","NA","2","1895","8","1","Historical Observations","1895","8","14","54.134","-165.986"
"Akutan","20009","Confirmed Eruption","NA","1","1892","9","23","Historical Observations","NA","NA","NA","54.134","-165.986"
"Akutan","20002","Confirmed Eruption","NA","2","1848","3","5","Historical Observations","NA","NA","NA","54.134","-165.986"
"Alaid","22281","Confirmed Eruption","NA","1","2018","8","20","Historical Observations","2018","8","21","50.861","155.565"
"Alaid","21096","Confirmed Eruption","NA","1","2015","9","29","Historical Observations","2016","8","11","50.861","155.565"
"Alaid","20750","Confirmed Eruption","Summit crater","2","2012","10","5","Historical Observations","2012","12","12","50.861","155.565"
"Alaid","18892","Uncertain Eruption","NA","NA","1997","8","23","NA","1997","8","23","50.861","155.565"
"Alaid","18891","Confirmed Eruption","NA","2","1996","12","3","Historical Observations","NA","NA","NA","50.861","155.565"
"Alaid","18890","Confirmed Eruption","NA","2","1986","5","25","Historical Observations","1986","5","28","50.861","155.565"
"Alaid","18889","Confirmed Eruption","NA","2","1982","3","29","Historical Observations","1982","3","29","50.861","155.565"
"Alaid","18888","Confirmed Eruption","NA","2","1981","11","25","Historical Observations","NA","NA","NA","50.861","155.565"
"Alaid","18887","Confirmed Eruption","NA","4","1981","4","27","Historical Observations","1981","6","5","50.861","155.565"
"Alaid","18886","Uncertain Eruption","NA","NA","1973","7","2","NA","NA","NA","NA","50.861","155.565"
"Alaid","18885","Confirmed Eruption","NW foot","3","1972","6","18","Historical Observations","1972","9","11","50.861","155.565"
"Alaid","18884","Confirmed Eruption","East submarine flank (Taketomi)","2","1933","11","13","Historical Observations","1934","8","0","50.861","155.565"
"Alaid","18882","Confirmed Eruption","NA","3","1860","7","7","Historical Observations","1860","7","9","50.861","155.565"
"Alaid","18881","Confirmed Eruption","NA","3","1854","6","27","Historical Observations","NA","NA","NA","50.861","155.565"
"Alamagan","18528","Uncertain Eruption","NA","NA","1887","11","29","NA","NA","NA","NA","17.Jun","145.83"
"Alamagan","18527","Uncertain Eruption","NA","NA","1864","1","0","NA","NA","NA","NA","17.Jun","145.83"
"Alayta","13940","Confirmed Eruption","SE flank","2","1907","6","0","Historical Observations","1907","8","4","12.888","40.573"
"Alcedo","11696","Confirmed Eruption","South caldera wall","1","1993","12","5","Historical Observations","NA","NA","NA","-0.43","-91.12"
"Alcedo","11695","Discredited Eruption","NA","NA","1954","11","9","NA","NA","NA","NA","-0.43","-91.12"
"Alcedo","11694","Confirmed Eruption","SE flank near Cartago Bay","0","1953","7","2","Historical Observations","NA","NA","NA","-0.43","-91.12"
"Almolonga","10630","Confirmed Eruption","East flank of Cerro Quemado","2","1818","1","16","Historical Observations","1818","6","19","14.797","-91.519"
"Almolonga","10628","Confirmed Eruption","Cerro Quemado","2","1765","10","24","Historical Observations","1765","10","25","14.797","-91.519"
"Alu-Dalafilla","13927","Confirmed Eruption","W and NW of Dalaffilla","3","2008","11","3","Historical Observations","2008","12","16","13.793","40.553"
"Ambae","22240","Confirmed Eruption","NA","3","2017","9","6","Historical Observations","2018","10","30","-15.389","167.835"
"Ambae","20752","Confirmed Eruption","Lake Manaro","1","2011","6","4","Historical Observations","2011","7","10","-15.389","167.835"
"Ambae","15237","Confirmed Eruption","Lake Voui","2","2005","11","27","Historical Observations","2006","2","16","-15.389","167.835"
"Ambae","15236","Confirmed Eruption","Lake Voui","2","1995","3","2","Historical Observations","1995","3","3","-15.389","167.835"
"Ambalatungan Group","16870","Uncertain Eruption","Mt. Binuluan","1","1952","7","2","NA","NA","NA","NA","17.32","121.1"
"Ambang","20947","Confirmed Eruption","NA","1","2005","12","22","Historical Observations","NA","NA","NA","0.75","124.42"
"Ambrym","15297","Confirmed Eruption","Benbow and Marum","2","2008","5","23","Historical Observations","2018","12","17","-16.25","168.12"
"Ambrym","15296","Confirmed Eruption","Marum (Mbwelesu)","2","2006","11","8","Historical Observations","2007","12","27","-16.25","168.12"
"Ambrym","15295","Confirmed Eruption","Benbow, Marum, Niri Mbelesu, Mbwelesu","1","1996","6","16","Historical Observations","2005","8","16","-16.25","168.12"
"Ambrym","15290","Confirmed Eruption","Benbow and Marum","1","1994","12","16","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15289","Confirmed Eruption","Mbwelesu, Niri Mbwelesu, Niri Taten","2","1990","9","16","Historical Observations","1991","7","16","-16.25","168.12"
"Ambrym","15288","Confirmed Eruption","Marum, Benbow, Niri Mbwelesu Taten","2","1989","4","24","Historical Observations","1989","12","23","-16.25","168.12"
"Ambrym","15287","Confirmed Eruption","Benbow, Mbwelesu, Marum, Niri Taten","3","1988","2","12","Historical Observations","1988","8","23","-16.25","168.12"
"Ambrym","15286","Confirmed Eruption","New cone 3 km east of Marum","2","1986","11","13","Historical Observations","1986","11","19","-16.25","168.12"
"Ambrym","15285","Confirmed Eruption","NA","2","1984","7","2","Historical Observations","1986","3","8","-16.25","168.12"
"Ambrym","15284","Confirmed Eruption","Marum","2","1983","7","2","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15283","Confirmed Eruption","Benbow, Marum","2","1981","2","20","Historical Observations","1981","9","30","-16.25","168.12"
"Ambrym","15282","Confirmed Eruption","Marum","3","1980","5","16","Historical Observations","1980","8","18","-16.25","168.12"
"Ambrym","15281","Confirmed Eruption","Benbow, Marum","2","1979","6","6","Historical Observations","1979","9","16","-16.25","168.12"
"Ambrym","15280","Confirmed Eruption","Benbow","2","1979","1","26","Historical Observations","1979","2","18","-16.25","168.12"
"Ambrym","15279","Confirmed Eruption","NA","2","1977","8","16","Historical Observations","1977","9","30","-16.25","168.12"
"Ambrym","15278","Confirmed Eruption","NA","2","1977","1","20","Historical Observations","1977","1","28","-16.25","168.12"
"Ambrym","15277","Confirmed Eruption","Benbow, Mbuelesu, Marum","3","1973","4","15","Historical Observations","1976","10","14","-16.25","168.12"
"Ambrym","15276","Confirmed Eruption","Benbow, Marum","3","1972","4","15","Historical Observations","1972","8","15","-16.25","168.12"
"Ambrym","15275","Confirmed Eruption","Marum, Benbow","2","1971","2","3","Historical Observations","1971","11","5","-16.25","168.12"
"Ambrym","15274","Confirmed Eruption","Marum, Benbow, Mbuelesu","2","1967","7","16","Historical Observations","1970","8","29","-16.25","168.12"
"Ambrym","15273","Confirmed Eruption","Marum, Benbow","2","1964","2","16","Historical Observations","1966","9","16","-16.25","168.12"
"Ambrym","15272","Confirmed Eruption","Benbow, Marum","2","1963","8","30","Historical Observations","1963","9","23","-16.25","168.12"
"Ambrym","15271","Confirmed Eruption","Benbow, Marum, south of Marum","3","1961","8","15","Historical Observations","1963","4","3","-16.25","168.12"
"Ambrym","15270","Confirmed Eruption","Mbuelesu, Benbow, near Marum","1","1960","9","17","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15269","Confirmed Eruption","Marum","2","1959","4","16","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15268","Confirmed Eruption","Benbow and Marum","2","1958","11","18","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15267","Confirmed Eruption","Benbow, Marum","1","1957","8","26","Historical Observations","1957","10","16","-16.25","168.12"
"Ambrym","15266","Confirmed Eruption","Benbow","2","1955","7","2","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15265","Confirmed Eruption","Benbow","2","1954","7","2","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15264","Confirmed Eruption","Benbow, Mbuelesu, S flank of Benbow","2","1953","5","16","Historical Observations","1953","10","13","-16.25","168.12"
"Ambrym","15263","Confirmed Eruption","Benbow","2","1952","8","10","Historical Observations","1952","12","26","-16.25","168.12"
"Ambrym","15262","Confirmed Eruption","Benbow","4","1950","12","6","Historical Observations","1951","11","25","-16.25","168.12"
"Ambrym","15261","Confirmed Eruption","NW flank of Benbow","2","1942","6","6","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15259","Confirmed Eruption","Benbow and west flank","2","1937","3","27","Historical Observations","1937","4","0","-16.25","168.12"
"Ambrym","15258","Confirmed Eruption","Benbow","2","1935","9","0","Historical Observations","1936","1","0","-16.25","168.12"
"Ambrym","15256","Confirmed Eruption","Benbow, west flank, Marum","2","1929","6","28","Historical Observations","1929","7","1","-16.25","168.12"
"Ambrym","15255","Confirmed Eruption","Marum, crater at SE point","2","1915","10","20","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15254","Confirmed Eruption","Benbow, west flank, Marum","3","1913","10","14","Historical Observations","1914","0","0","-16.25","168.12"
"Ambrym","15251","Confirmed Eruption","NA","2","1909","7","28","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15249","Confirmed Eruption","NA","1","1898","3","26","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15248","Confirmed Eruption","Benbow and west flank","3","1894","10","15","Historical Observations","1895","2","10","-16.25","168.12"
"Ambrym","15247","Confirmed Eruption","SE flank (6 km from SE Point), Marum","2","1888","2","24","Historical Observations","1888","4","0","-16.25","168.12"
"Ambrym","15246","Confirmed Eruption","NA","2","1886","7","0","Historical Observations","NA","NA","NA","-16.25","168.12"
"Ambrym","15239","Confirmed Eruption","NA","2","1774","7","2","Historical Observations","NA","NA","NA","-16.25","168.12"
"Amukta","19790","Confirmed Eruption","NA","1","1997","3","3","Historical Observations","NA","NA","NA","52.5","-171.252"
"Amukta","19789","Confirmed Eruption","NA","1","1996","9","17","Historical Observations","1996","9","18","52.5","-171.252"
"Amukta","19788","Confirmed Eruption","NA","1","1987","9","4","Historical Observations","NA","NA","NA","52.5","-171.252"
"Amukta","19787","Confirmed Eruption","NA","3","1963","2","13","Historical Observations","NA","NA","NA","52.5","-171.252"
"Amukta","19784","Confirmed Eruption","NA","3","1786","6","0","Historical Observations","1791","0","0","52.5","-171.252"
"Anatahan","18538","Confirmed Eruption","NA","2","2007","11","27","Historical Observations","2008","8","9","16.35","145.67"
"Anatahan","18537","Confirmed Eruption","East Crater","2","2006","3","20","Historical Observations","2006","6","26","16.35","145.67"
"Anatahan","18536","Confirmed Eruption","East Crater","3","2004","4","12","Historical Observations","2005","9","3","16.35","145.67"
"Anatahan","18535","Confirmed Eruption","East Crater","3","2003","5","10","Historical Observations","2003","7","12","16.35","145.67"
"Andahua-Orcopampa","11740","Uncertain Eruption","NA","NA","1913","3","6","NA","NA","NA","NA","-15.42","-72.33"
"Aniakchak","20194","Discredited Eruption","NA","NA","1951","6","25","NA","1951","6","25","56.88","-158.17"
"Aniakchak","20192","Confirmed Eruption","West and SW caldera floor","4","1931","5","1","Historical Observations","1931","6","13","56.88","-158.17"
"Aniakchak","22139","Confirmed Eruption","NW caldera floor (Half Cone)","NA","1280","NA","NA","Radiocarbon (corrected)","NA","NA","NA","56.88","-158.17"
"Aniakchak","22140","Confirmed Eruption","East-central caldera (Surprise Cone)","NA","1120","NA","NA","Radiocarbon (corrected)","NA","NA","NA","56.88","-158.17"
"Antuco","19913","Discredited Eruption","NA","NA","1972","7","2","NA","NA","NA","NA","-37.406","-71.349"
"Antuco","19910","Confirmed Eruption","NA","2","1863","12","0","Historical Observations","NA","NA","NA","-37.406","-71.349"
"Antuco","19909","Uncertain Eruption","NA","NA","1862","1","0","NA","1862","3","3","-37.406","-71.349"
"Antuco","19908","Confirmed Eruption","NA","0","1861","2","0","Historical Observations","1861","8","0","-37.406","-71.349"
"Antuco","19907","Confirmed Eruption","NE flank fissure and summit","3","1852","11","0","Historical Observations","1853","1","0","-37.406","-71.349"
"Antuco","19905","Confirmed Eruption","NA","2","1845","2","26","Historical Observations","1845","3","1","-37.406","-71.349"
"Antuco","19903","Confirmed Eruption","NA","2","1828","12","18","Historical Observations","NA","NA","NA","-37.406","-71.349"
"Antuco","19901","Confirmed Eruption","NA","2","1806","5","0","Historical Observations","NA","NA","NA","-37.406","-71.349"
"Antuco","11996","Confirmed Eruption","NA","3","1752","1","31","Historical Observations","1752","2","1","-37.406","-71.349"
"Aogashima","18308","Confirmed Eruption","Maru-yama, SW part of Ikenosawa crater","3","1780","7","27","Historical Observations","1785","5","0","32.458","139.759"
"Apaneca Range","19890","Discredited Eruption","NA","NA","1990","10","13","NA","NA","NA","NA","13.891","-89.786"
"Aracar","11884","Uncertain Eruption","NA","2","1993","3","28","NA","NA","NA","NA","-24.29","-67.783"
"Ararat","13539","Confirmed Eruption","Upper northern flank","3","1840","7","2","Historical Observations","NA","NA","NA","39.7","44.3"
"Ardoukoba","13946","Confirmed Eruption","NA","1","1978","11","7","Historical Observations","1978","11","14","Nov.58","42.47"
"Arenal","11134","Confirmed Eruption","W flank & summit","3","1968","7","29","Historical Observations","2010","12","16","10.463","-84.703"
"Arenal","11133","Confirmed Eruption","NA","2","1922","10","5","Historical Observations","1922","10","23","10.463","-84.703"
"Arenal","11132","Uncertain Eruption","NA","2","1915","2","5","NA","NA","NA","NA","10.463","-84.703"
"Arenales","12300","Confirmed Eruption","NA","1","1979","3","8","Historical Observations","NA","NA","NA","-47.2","-73.48"
"Arjuno-Welirang","15962","Uncertain Eruption","Gunung Welirang","NA","1991","9","13","NA","NA","NA","NA","-7.733","112.575"
"Arjuno-Welirang","15961","Confirmed Eruption","NW flank (Kawah Plupuh)","0","1952","8","15","Historical Observations","NA","NA","NA","-7.733","112.575"
"Arjuno-Welirang","15960","Confirmed Eruption","NW part of Gunung Welirang (2500 & 2700 m)","2","1950","10","30","Historical Observations","NA","NA","NA","-7.733","112.575"
"Asamayama","22326","Confirmed Eruption","NA","NA","2019","8","7","Historical Observations","2019","8","25","36.406","138.523"
"Asamayama","21081","Confirmed Eruption","NA","1","2015","6","16","Historical Observations","2015","6","16","36.406","138.523"
"Asamayama","17812","Confirmed Eruption","NA","2","2009","1","21","Historical Observations","2009","5","2","36.406","138.523"
"Asamayama","17811","Confirmed Eruption","NA","1","2008","8","10","Historical Observations","2008","8","14","36.406","138.523"
"Asamayama","17810","Confirmed Eruption","NA","2","2004","9","1","Historical Observations","2004","12","9","36.406","138.523"
"Asamayama","17809","Confirmed Eruption","NA","1","2003","2","6","Historical Observations","2003","4","18","36.406","138.523"
"Asamayama","17808","Confirmed Eruption","NA","2","1990","7","20","Historical Observations","1990","7","20","36.406","138.523"
"Asamayama","17807","Confirmed Eruption","NA","2","1983","4","8","Historical Observations","1983","4","8","36.406","138.523"
"Asamayama","17806","Confirmed Eruption","NA","1","1982","10","2","Historical Observations","1982","10","2","36.406","138.523"
"Asamayama","17805","Confirmed Eruption","NA","2","1982","4","26","Historical Observations","1982","4","26","36.406","138.523"
"Asamayama","17804","Confirmed Eruption","NA","2","1973","2","1","Historical Observations","1973","5","24","36.406","138.523"
"Asamayama","17803","Confirmed Eruption","NA","2","1965","5","23","Historical Observations","1965","5","23","36.406","138.523"
