volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
"Karthala","14198","Confirmed Eruption","Cheminee Nord (Changomeni)","2","1948","4","22","Historical Observations","1948","6","16","-11.75","43.38"
"Karthala","14196","Confirmed Eruption","NE flank, Changomeni, NE Chahalé","3","1918","8","11","Historical Observations","1918","8","26","-11.75","43.38"
"Karthala","14195","Confirmed Eruption","North flank (1300 m)","1","1910","3","0","Historical Observations","1910","3","0","-11.75","43.38"
"Karthala","14194","Confirmed Eruption","North flank (1300 m)","2","1904","2","25","Historical Observations","1904","4","0","-11.75","43.38"
"Karthala","14193","Confirmed Eruption","SE flank","2","1883","3","0","Historical Observations","1884","0","0","-11.75","43.38"
"Karthala","14187","Confirmed Eruption","SE flank (Badjini Massif, 1200 m)","0","1860","12","29","Historical Observations","NA","NA","NA","-11.75","43.38"
"Karthala","14183","Confirmed Eruption","SE flank","2","1855","7","1","Historical Observations","NA","NA","NA","-11.75","43.38"
"Karthala","14178","Confirmed Eruption","NA","2","1828","5","0","Historical Observations","NA","NA","NA","-11.75","43.38"
"Karthala","14177","Confirmed Eruption","NA","NA","1821","12","31","Historical Observations","NA","NA","NA","-11.75","43.38"
"Karthala","14176","Confirmed Eruption","NA","NA","1814","12","31","Historical Observations","NA","NA","NA","-11.75","43.38"
"Karymsky","22309","Confirmed Eruption","NA","NA","2019","2","16","Historical Observations","2019","9","24","54.049","159.443"
"Karymsky","22265","Confirmed Eruption","NA","3","2018","4","28","Historical Observations","2018","9","30","54.049","159.443"
"Karymsky","22230","Confirmed Eruption","NA","3","2017","6","4","Historical Observations","2018","1","27","54.049","159.443"
"Karymsky","22178","Confirmed Eruption","NA","2","2016","10","5","Historical Observations","2016","10","8","54.049","159.443"
"Karymsky","19187","Confirmed Eruption","Summit and upper south flank","3","2001","11","15","Historical Observations","2016","4","1","54.049","159.443"
"Karymsky","19186","Confirmed Eruption","New summit crater SW of 1970-82 crater","3","1996","1","2","Historical Observations","2000","12","20","54.049","159.443"
"Karymsky","19185","Discredited Eruption","NA","NA","1985","5","3","NA","NA","NA","NA","54.049","159.443"
"Karymsky","19184","Confirmed Eruption","NA","3","1970","5","11","Historical Observations","1982","10","11","54.049","159.443"
"Karymsky","19183","Confirmed Eruption","NA","1","1967","11","16","Historical Observations","1967","11","16","54.049","159.443"
"Karymsky","19182","Confirmed Eruption","NA","3","1965","5","15","Historical Observations","1967","2","16","54.049","159.443"
"Karymsky","19181","Confirmed Eruption","NA","3","1960","4","16","Historical Observations","1964","12","16","54.049","159.443"
"Karymsky","19180","Confirmed Eruption","NA","1","1956","3","16","Historical Observations","1957","2","16","54.049","159.443"
"Karymsky","19179","Confirmed Eruption","NA","2","1955","7","2","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19178","Confirmed Eruption","NA","2","1953","7","2","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19177","Confirmed Eruption","NA","2","1952","11","16","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19176","Confirmed Eruption","NA","2","1947","4","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19175","Confirmed Eruption","NA","2","1946","9","0","Historical Observations","1946","10","0","54.049","159.443"
"Karymsky","19174","Confirmed Eruption","NA","2","1946","4","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19173","Confirmed Eruption","NA","2","1945","9","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19172","Confirmed Eruption","NA","2","1943","2","1","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19170","Confirmed Eruption","NA","2","1938","10","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19169","Confirmed Eruption","NA","2","1934","11","0","Historical Observations","1935","2","0","54.049","159.443"
"Karymsky","19168","Confirmed Eruption","NA","2","1933","9","0","Historical Observations","1933","10","0","54.049","159.443"
"Karymsky","19167","Confirmed Eruption","NA","2","1932","6","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19165","Confirmed Eruption","NA","2","1925","7","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19164","Confirmed Eruption","NA","2","1923","2","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19163","Confirmed Eruption","NA","2","1921","9","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19161","Confirmed Eruption","NA","2","1912","1","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Karymsky","19158","Confirmed Eruption","NA","2","1854","9","0","Historical Observations","NA","NA","NA","54.049","159.443"
"Kasatochi","19745","Confirmed Eruption","NA","4","2008","8","7","Historical Observations","2008","8","9","52.177","-175.508"
"Kasuga 1","18443","Uncertain Eruption","21.78 N 143.71 E","0","1975","11","16","NA","NA","NA","NA","21.765","143.71"
"Kasuga 1","18442","Confirmed Eruption","NA","0","1959","7","15","Historical Observations","NA","NA","NA","21.765","143.71"
"Katla","12679","Uncertain Eruption","W, S, and E margins of caldera","0","1999","7","17","NA","1999","8","15","63.633","-19.083"
"Katla","12678","Uncertain Eruption","East side of caldera","0","1955","6","25","NA","NA","NA","NA","63.633","-19.083"
"Katla","12677","Confirmed Eruption","South side of caldera","4","1918","10","12","Historical Observations","1918","11","4","63.633","-19.083"
"Katla","12676","Confirmed Eruption","NA","4","1860","5","8","Historical Observations","1860","5","27","63.633","-19.083"
"Katla","12675","Confirmed Eruption","Arcuate fissure in south part of caldera","3","1823","6","26","Historical Observations","1823","7","23","63.633","-19.083"
"Katla","12674","Confirmed Eruption","E-W fissure in center of caldera","5","1755","10","17","Historical Observations","1756","2","13","63.633","-19.083"
"Katla","12673","Confirmed Eruption","NA","5","1721","5","11","Historical Observations","1721","10","15","63.633","-19.083"
"Katla","12672","Confirmed Eruption","NA","4","1660","11","3","Historical Observations","1661","0","0","63.633","-19.083"
"Katla","12671","Confirmed Eruption","NA","5","1625","9","2","Historical Observations","1625","9","14","63.633","-19.083"
"Katla","12670","Confirmed Eruption","NA","4","1612","10","12","Historical Observations","NA","NA","NA","63.633","-19.083"
"Katla","12669","Confirmed Eruption","NA","4","1580","8","11","Historical Observations","NA","NA","NA","63.633","-19.083"
"Katla","19947","Confirmed Eruption","NA","NA","1311","1","18","Historical Observations","NA","NA","NA","63.633","-19.083"
"Katmai","20242","Discredited Eruption","NA","NA","1931","5","8","NA","1931","7","0","58.28","-154.963"
"Katmai","20241","Discredited Eruption","NA","NA","1929","12","0","NA","NA","NA","NA","58.28","-154.963"
"Katmai","20240","Discredited Eruption","NA","NA","1921","11","27","NA","NA","NA","NA","58.28","-154.963"
"Katmai","20239","Discredited Eruption","NA","NA","1920","3","9","NA","NA","NA","NA","58.28","-154.963"
"Katmai","20238","Discredited Eruption","NA","NA","1914","7","0","NA","NA","NA","NA","58.28","-154.963"
"Katmai","20237","Confirmed Eruption","NA","3","1912","6","6","Historical Observations","1912","7","21","58.28","-154.963"
"Kavachi","20920","Confirmed Eruption","NA","1","2014","1","29","Historical Observations","2014","1","29","-8.991","157.979"
"Kavachi","15180","Confirmed Eruption","NA","1","2007","4","2","Historical Observations","2007","4","6","-8.991","157.979"
"Kavachi","15179","Confirmed Eruption","NA","1","2004","3","15","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15178","Confirmed Eruption","NA","1","1999","11","16","Historical Observations","2003","8","16","-8.991","157.979"
"Kavachi","15176","Confirmed Eruption","NA","1","1999","2","16","Historical Observations","1999","5","16","-8.991","157.979"
"Kavachi","15175","Uncertain Eruption","NA","0","1998","7","2","NA","NA","NA","NA","-8.991","157.979"
"Kavachi","15174","Confirmed Eruption","NA","1","1997","1","16","Historical Observations","1997","1","17","-8.991","157.979"
"Kavachi","15173","Confirmed Eruption","NA","2","1991","5","4","Historical Observations","1991","9","16","-8.991","157.979"
"Kavachi","15172","Confirmed Eruption","NA","1","1986","7","5","Historical Observations","1986","7","23","-8.991","157.979"
"Kavachi","15171","Confirmed Eruption","NA","1","1985","12","9","Historical Observations","1986","2","28","-8.991","157.979"
"Kavachi","15170","Confirmed Eruption","NA","2","1982","4","7","Historical Observations","1982","6","2","-8.991","157.979"
"Kavachi","15169","Uncertain Eruption","NA","0","1981","9","15","NA","NA","NA","NA","-8.991","157.979"
"Kavachi","15168","Confirmed Eruption","NA","1","1980","10","7","Historical Observations","1981","2","25","-8.991","157.979"
"Kavachi","15167","Confirmed Eruption","NA","2","1978","6","21","Historical Observations","1978","7","22","-8.991","157.979"
"Kavachi","15166","Confirmed Eruption","NA","1","1977","7","17","Historical Observations","1977","7","22","-8.991","157.979"
"Kavachi","15165","Confirmed Eruption","NA","1","1977","2","22","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15164","Confirmed Eruption","NA","1","1976","8","24","Historical Observations","1976","10","13","-8.991","157.979"
"Kavachi","15163","Confirmed Eruption","NA","1","1975","8","16","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15162","Confirmed Eruption","NA","1","1974","11","12","Historical Observations","1974","12","12","-8.991","157.979"
"Kavachi","15161","Confirmed Eruption","NA","0","1972","10","24","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15160","Confirmed Eruption","NA","2","1969","10","28","Historical Observations","1970","2","6","-8.991","157.979"
"Kavachi","15159","Confirmed Eruption","NA","2","1966","3","19","Historical Observations","1966","3","22","-8.991","157.979"
"Kavachi","15158","Confirmed Eruption","NA","2","1965","12","11","Historical Observations","1965","12","13","-8.991","157.979"
"Kavachi","15157","Confirmed Eruption","NA","2","1963","12","14","Historical Observations","1964","1","31","-8.991","157.979"
"Kavachi","15156","Confirmed Eruption","NA","2","1962","1","16","Historical Observations","1962","2","16","-8.991","157.979"
"Kavachi","15155","Confirmed Eruption","NA","2","1961","3","28","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15154","Confirmed Eruption","NA","0","1958","11","21","Historical Observations","1958","12","2","-8.991","157.979"
"Kavachi","15153","Confirmed Eruption","NA","0","1957","2","8","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15152","Confirmed Eruption","NA","2","1952","4","16","Historical Observations","1953","1","31","-8.991","157.979"
"Kavachi","15151","Confirmed Eruption","NA","2","1951","12","1","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15150","Confirmed Eruption","NA","2","1950","12","1","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kavachi","15148","Confirmed Eruption","NA","2","1939","4","30","Historical Observations","NA","NA","NA","-8.991","157.979"
"Kelimutu","16263","Confirmed Eruption","Tiwu Nua Muri","1","1968","6","3","Historical Observations","1968","7","29","-8.77","121.82"
"Kelimutu","16262","Confirmed Eruption","NA","2","1938","5","0","Historical Observations","1938","6","0","-8.77","121.82"
"Kelut","20934","Confirmed Eruption","NA","4","2014","2","13","Historical Observations","2014","2","15","-7.93","112.308"
"Kelut","15958","Confirmed Eruption","NA","2","2007","10","16","Historical Observations","2008","4","16","-7.93","112.308"
"Kelut","15957","Confirmed Eruption","NA","4","1990","2","10","Historical Observations","1990","3","13","-7.93","112.308"
"Kelut","15424","Confirmed Eruption","Crater floor at foot of Kelut Peak","1","1967","12","11","Historical Observations","1967","12","11","-7.93","112.308"
"Kelut","15423","Confirmed Eruption","NA","1","1967","2","18","Historical Observations","1967","2","18","-7.93","112.308"
"Kelut","15956","Confirmed Eruption","NA","4","1966","4","26","Historical Observations","1966","4","27","-7.93","112.308"
"Kelut","15955","Confirmed Eruption","NA","4","1951","8","31","Historical Observations","1951","8","31","-7.93","112.308"
"Kelut","15954","Confirmed Eruption","NA","2","1920","12","6","Historical Observations","1920","12","12","-7.93","112.308"
"Kelut","15953","Confirmed Eruption","NA","4","1919","5","19","Historical Observations","1919","5","20","-7.93","112.308"
"Kelut","15952","Confirmed Eruption","NA","3","1901","5","22","Historical Observations","1901","5","23","-7.93","112.308"
"Kelut","15951","Discredited Eruption","NA","NA","1875","1","29","NA","NA","NA","NA","-7.93","112.308"
"Kelut","15949","Confirmed Eruption","NA","2","1864","1","4","Historical Observations","1864","1","4","-7.93","112.308"
"Kelut","15948","Confirmed Eruption","NA","2","1851","1","24","Historical Observations","NA","NA","NA","-7.93","112.308"
"Kelut","15946","Confirmed Eruption","NA","3","1848","5","16","Historical Observations","1848","5","17","-7.93","112.308"
"Kelut","15944","Confirmed Eruption","NA","4","1826","10","11","Historical Observations","1826","10","25","-7.93","112.308"
"Kelut","15941","Confirmed Eruption","NA","2","1811","6","5","Historical Observations","NA","NA","NA","-7.93","112.308"
"Kelut","15938","Confirmed Eruption","NA","2","1771","1","10","Historical Observations","NA","NA","NA","-7.93","112.308"
"Kelut","15936","Confirmed Eruption","NA","2","1752","5","1","Historical Observations","NA","NA","NA","-7.93","112.308"
"Kelut","15935","Confirmed Eruption","NA","2","1716","7","20","Historical Observations","NA","NA","NA","-7.93","112.308"
"Kerinci","22274","Confirmed Eruption","NA","1","2018","4","21","Historical Observations","2020","4","17","-1.697","101.264"
"Kerinci","22273","Confirmed Eruption","NA","1","2017","8","13","Historical Observations","2017","8","13","-1.697","101.264"
"Kerinci","22172","Confirmed Eruption","NA","1","2016","11","15","Historical Observations","2016","11","21","-1.697","101.264"
"Kerinci","22125","Confirmed Eruption","NA","2","2016","3","31","Historical Observations","2016","6","9","-1.697","101.264"
"Kerinci","22216","Confirmed Eruption","NA","2","2013","6","2","Historical Observations","2013","6","2","-1.697","101.264"
"Kerinci","22217","Confirmed Eruption","NA","1","2011","12","15","Historical Observations","2011","12","15","-1.697","101.264"
"Kerinci","15533","Confirmed Eruption","NA","1","2009","4","1","Historical Observations","2009","6","19","-1.697","101.264"
"Kerinci","15532","Confirmed Eruption","NA","1","2008","3","24","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15531","Confirmed Eruption","NA","1","2007","9","9","Historical Observations","2007","9","9","-1.697","101.264"
"Kerinci","15529","Confirmed Eruption","NA","2","2004","6","22","Historical Observations","2004","10","24","-1.697","101.264"
"Kerinci","15528","Confirmed Eruption","NA","2","2001","5","12","Historical Observations","2002","8","27","-1.697","101.264"
"Kerinci","15527","Confirmed Eruption","NA","2","1999","3","16","Historical Observations","1999","9","16","-1.697","101.264"
"Kerinci","15526","Confirmed Eruption","NA","2","1998","11","3","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15525","Confirmed Eruption","NA","2","1998","7","4","Historical Observations","1998","7","4","-1.697","101.264"
"Kerinci","15522","Confirmed Eruption","NA","1","1996","8","16","Historical Observations","1996","10","16","-1.697","101.264"
"Kerinci","15521","Confirmed Eruption","NA","2","1990","12","31","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15520","Uncertain Eruption","NA","1","1971","6","16","NA","1971","6","16","-1.697","101.264"
"Kerinci","15519","Confirmed Eruption","NA","2","1969","7","2","Historical Observations","1970","7","2","-1.697","101.264"
"Kerinci","15518","Confirmed Eruption","NA","2","1968","2","3","Historical Observations","1968","3","18","-1.697","101.264"
"Kerinci","15517","Confirmed Eruption","NA","2","1967","11","2","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15516","Confirmed Eruption","NA","2","1966","6","9","Historical Observations","1966","6","30","-1.697","101.264"
"Kerinci","15515","Confirmed Eruption","NA","2","1964","7","8","Historical Observations","1964","7","8","-1.697","101.264"
"Kerinci","15514","Confirmed Eruption","NA","2","1963","7","16","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15513","Confirmed Eruption","NA","2","1960","7","16","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15512","Confirmed Eruption","NA","2","1952","1","16","Historical Observations","1952","6","16","-1.697","101.264"
"Kerinci","15511","Confirmed Eruption","NA","2","1938","1","19","Historical Observations","1938","3","18","-1.697","101.264"
"Kerinci","15510","Confirmed Eruption","NA","2","1937","9","8","Historical Observations","NA","NA","NA","-1.697","101.264"
"Kerinci","15509","Confirmed Eruption","NA","2","1936","8","30","Historical Observations","1936","8","30","-1.697","101.264"
"Kerinci","15508","Confirmed Eruption","NA","2","1936","4","29","Historical Observations","1936","4","29","-1.697","101.264"
"Kerinci","15507","Confirmed Eruption","NA","1","1923","9","0","Historical Observations","1923","9","0","-1.697","101.264"
"Kerinci","15506","Confirmed Eruption","NA","2","1921","5","0","Historical Observations","1921","6","0","-1.697","101.264"
"Kerinci","15505","Confirmed Eruption","NA","2","1908","10","0","Historical Observations","1909","0","0","-1.697","101.264"
"Kerinci","15504","Confirmed Eruption","NA","2","1887","3","23","Historical Observations","1887","3","30","-1.697","101.264"
"Kerinci","15503","Confirmed Eruption","NA","2","1878","12","11","Historical Observations","NA","NA","NA","-1.697","101.264"
"Ketoi","22287","Uncertain Eruption","NA","1","2018","9","21","Historical Observations","2018","9","21","47.35","152.475"
"Ketoi","20780","Uncertain Eruption","Pallas Peak","NA","2013","7","25","Historical Observations","2013","8","12","47.35","152.475"
"Ketoi","18795","Confirmed Eruption","Pallas Peak","2","1960","9","27","Historical Observations","NA","NA","NA","47.35","152.475"
"Ketoi","18793","Confirmed Eruption","Pallas Peak","2","1843","7","0","Historical Observations","1846","0","0","47.35","152.475"
"Kharimkotan","17621","Confirmed Eruption","Severgin","5","1933","1","8","Historical Observations","1933","4","14","49.12","154.508"
"Kharimkotan","17620","Confirmed Eruption","Severgin","1","1931","9","0","Historical Observations","NA","NA","NA","49.12","154.508"
"Kick 'em Jenny","22260","Confirmed Eruption","NA","0","2017","3","29","Hydrophonic","2017","3","29","12.Mar","-61.64"
"Kick 'em Jenny","21090","Confirmed Eruption","NA","0","2015","7","23","Historical Observations","2015","7","24","12.Mar","-61.64"
"Kick 'em Jenny","12468","Confirmed Eruption","NA","0","2001","12","4","Hydrophonic","2001","12","6","12.Mar","-61.64"
"Kick 'em Jenny","12467","Confirmed Eruption","NA","0","1990","3","26","Hydrophonic","1990","3","28","12.Mar","-61.64"
"Kick 'em Jenny","12466","Confirmed Eruption","NA","0","1988","12","29","Hydrophonic","1988","12","30","12.Mar","-61.64"
"Kick 'em Jenny","12465","Confirmed Eruption","NA","0","1977","11","11","Hydrophonic","NA","NA","NA","12.Mar","-61.64"
"Kick 'em Jenny","12464","Confirmed Eruption","NA","0","1977","1","14","Hydrophonic","1977","1","14","12.Mar","-61.64"
"Kick 'em Jenny","12463","Confirmed Eruption","NA","0","1974","9","5","Historical Observations","1974","9","6","12.Mar","-61.64"
"Kick 'em Jenny","12462","Confirmed Eruption","NA","0","1972","7","5","Hydrophonic","1972","7","5","12.Mar","-61.64"
"Kick 'em Jenny","12461","Confirmed Eruption","NA","0","1966","5","5","Hydrophonic","1966","8","6","12.Mar","-61.64"
"Kick 'em Jenny","12460","Confirmed Eruption","NA","0","1965","10","24","Hydrophonic","1965","10","24","12.Mar","-61.64"
"Kick 'em Jenny","12459","Confirmed Eruption","NA","0","1953","10","30","Hydrophonic","1953","10","30","12.Mar","-61.64"
"Kick 'em Jenny","12458","Confirmed Eruption","NA","0","1943","10","5","Hydrophonic","1943","10","6","12.Mar","-61.64"
"Kick 'em Jenny","12457","Confirmed Eruption","NA","1","1939","7","24","Historical Observations","1939","7","24","12.Mar","-61.64"
"Kikai","22339","Confirmed Eruption","NA","NA","2019","11","2","Historical Observations","2020","4","16","30.793","130.305"
"Kikai","20781","Confirmed Eruption","NA","1","2013","6","4","Historical Observations","2013","6","4","30.793","130.305"
"Kikai","17003","Confirmed Eruption","Iwo-dake","2","2004","3","5","Historical Observations","2004","10","16","30.793","130.305"
"Kikai","17002","Confirmed Eruption","Iwo-dake","2","2003","2","16","Historical Observations","2003","10","16","30.793","130.305"
"Kikai","17001","Confirmed Eruption","Iwo-dake","2","2002","5","11","Historical Observations","2002","7","16","30.793","130.305"
"Kikai","17000","Confirmed Eruption","Iwo-dake","1","2000","10","16","Historical Observations","2001","12","16","30.793","130.305"
"Kikai","16999","Confirmed Eruption","Iwo-dake","2","2000","1","16","Historical Observations","2000","3","16","30.793","130.305"
"Kikai","16998","Confirmed Eruption","Iwo-dake","2","1998","4","25","Historical Observations","1999","8","16","30.793","130.305"
"Kikai","16997","Confirmed Eruption","Iwo-dake","1","1997","7","2","Historical Observations","NA","NA","NA","30.793","130.305"
"Kikai","16996","Confirmed Eruption","Iwo-dake","1","1988","1","18","Historical Observations","1988","1","18","30.793","130.305"
"Kikai","16995","Confirmed Eruption","2 km east of Tokara-Iwo-Jima","2","1934","9","19","Historical Observations","1935","8","0","30.793","130.305"
"Kikai","16994","Uncertain Eruption","Tokara-Iwo-jima","NA","1914","2","13","NA","NA","NA","NA","30.793","130.305"
"Kilauea","10119","Confirmed Eruption","East rift zone (Puu O'o), Halemaumau","3","1983","1","3","Historical Observations","2018","9","5","19.421","-155.287"
"Kilauea","10118","Confirmed Eruption","Kilauea Caldera (SSE of Halemaumau)","0","1982","9","25","Historical Observations","1982","9","26","19.421","-155.287"
"Kilauea","10117","Confirmed Eruption","Kilauea Caldera (NE of Halemaumau)","0","1982","4","30","Historical Observations","1982","5","1","19.421","-155.287"
"Kilauea","10116","Confirmed Eruption","East rift zone (near Mauna Ulu)","0","1980","3","11","Historical Observations","1980","3","11","19.421","-155.287"
"Kilauea","10115","Confirmed Eruption","East rift zone (Pauahi Crater)","0","1979","11","16","Historical Observations","1979","11","17","19.421","-155.287"
"Kilauea","10114","Confirmed Eruption","East rift zone (near Kalalua Crater)","0","1977","9","13","Historical Observations","1977","10","1","19.421","-155.287"
"Kilauea","10113","Confirmed Eruption","Kilauea Caldera, Halemaumau","0","1975","11","29","Historical Observations","1975","11","29","19.421","-155.287"
"Kilauea","10112","Confirmed Eruption","SW rift zone (1095 m)","0","1974","12","31","Historical Observations","1974","12","31","19.421","-155.287"
"Kilauea","10111","Confirmed Eruption","Kilauea Caldera (Halemaumau and to SW)","0","1974","9","19","Historical Observations","1974","9","19","19.421","-155.287"
"Kilauea","10110","Confirmed Eruption","Kilauea Caldera, Keanakakoi","0","1974","7","19","Historical Observations","1974","7","22","19.421","-155.287"
"Kilauea","10109","Confirmed Eruption","East rift zone, Pauahi","0","1973","11","10","Historical Observations","1973","12","9","19.421","-155.287"
"Kilauea","10108","Confirmed Eruption","East rift zone, Pauahi, Hiiaka","0","1973","5","5","Historical Observations","1973","5","5","19.421","-155.287"
"Kilauea","10107","Confirmed Eruption","Halemaumau and upper SW rift zone","0","1971","9","24","Historical Observations","1971","9","29","19.421","-155.287"
"Kilauea","10106","Confirmed Eruption","Kilauea Caldera","0","1971","8","14","Historical Observations","1971","8","14","19.421","-155.287"
"Kilauea","10105","Confirmed Eruption","East rift zone (Mauna Ulu, 960 m)","0","1969","5","24","Historical Observations","1974","7","22","19.421","-155.287"
"Kilauea","10104","Confirmed Eruption","East rift zone (885-945 m)","0","1969","2","22","Historical Observations","1969","2","28","19.421","-155.287"
"Kilauea","10103","Confirmed Eruption","East rift zone (730-915 m)","0","1968","10","7","Historical Observations","1968","10","22","19.421","-155.287"
"Kilauea","10102","Confirmed Eruption","East rift zone (580-885 m)","0","1968","8","22","Historical Observations","1968","8","26","19.421","-155.287"
"Kilauea","10101","Confirmed Eruption","Halemaumau","0","1967","11","5","Historical Observations","1968","7","13","19.421","-155.287"
"Kilauea","10100","Confirmed Eruption","East rift zone (915-960 m)","0","1965","12","24","Historical Observations","1965","12","25","19.421","-155.287"
"Kilauea","10099","Confirmed Eruption","East rift zone (700-915 m)","0","1965","3","5","Historical Observations","1965","3","15","19.421","-155.287"
"Kilauea","10098","Confirmed Eruption","East rift zone (700-840 m)","0","1963","10","5","Historical Observations","1963","10","6","19.421","-155.287"
"Kilauea","10097","Confirmed Eruption","East rift zone (825-960 m)","0","1963","8","21","Historical Observations","1963","8","23","19.421","-155.287"
"Kilauea","10096","Confirmed Eruption","East rift zone (945-990 m)","0","1962","12","7","Historical Observations","1962","12","9","19.421","-155.287"
"Kilauea","10095","Confirmed Eruption","East rift zone (395-790 m)","1","1961","9","22","Historical Observations","1961","9","24","19.421","-155.287"
"Kilauea","10094","Confirmed Eruption","Halemaumau","1","1961","7","10","Historical Observations","1961","7","17","19.421","-155.287"
"Kilauea","10093","Confirmed Eruption","Halemaumau","1","1961","3","3","Historical Observations","1961","3","25","19.421","-155.287"
"Kilauea","10092","Confirmed Eruption","Halemaumau","1","1961","2","24","Historical Observations","1961","2","24","19.421","-155.287"
"Kilauea","10091","Confirmed Eruption","East rift zone (near Kapoho, 30 m)","2","1960","1","13","Historical Observations","1960","2","19","19.421","-155.287"
"Kilauea","20661","Confirmed Eruption","Kilauea Iki","2","1959","11","14","Historical Observations","1959","12","19","19.421","-155.287"
"Kilauea","10090","Confirmed Eruption","Lower east rift zone (50-400 m)","0","1955","2","28","Historical Observations","1955","5","26","19.421","-155.287"
"Kilauea","10089","Confirmed Eruption","Halemaumau and Kilauea caldera","0","1954","5","31","Historical Observations","1954","6","3","19.421","-155.287"
"Kilauea","10088","Confirmed Eruption","Halemaumau","0","1952","6","27","Historical Observations","1952","11","10","19.421","-155.287"
"Kilauea","10087","Confirmed Eruption","Halemaumau","0","1934","9","6","Historical Observations","1934","10","8","19.421","-155.287"
"Kilauea","10086","Confirmed Eruption","Halemaumau","0","1931","12","23","Historical Observations","1932","1","5","19.421","-155.287"
"Kilauea","10085","Confirmed Eruption","Halemaumau","0","1930","11","19","Historical Observations","1930","12","7","19.421","-155.287"
"Kilauea","10084","Confirmed Eruption","Halemaumau","0","1929","7","25","Historical Observations","1929","7","28","19.421","-155.287"
"Kilauea","10083","Confirmed Eruption","Halemaumau","0","1929","2","20","Historical Observations","1929","2","21","19.421","-155.287"
"Kilauea","10082","Discredited Eruption","NA","NA","1928","1","11","NA","1928","1","11","19.421","-155.287"
"Kilauea","10081","Confirmed Eruption","Halemaumau","0","1927","7","7","Historical Observations","1927","7","20","19.421","-155.287"
"Kilauea","10080","Confirmed Eruption","Halemaumau","0","1924","7","19","Historical Observations","1924","7","29","19.421","-155.287"
"Kilauea","10079","Confirmed Eruption","Halemaumau","2","1924","5","10","Historical Observations","1924","5","27","19.421","-155.287"
"Kilauea","10078","Confirmed Eruption","East rift zone (915 m)","0","1923","8","25","Historical Observations","1923","8","25","19.421","-155.287"
"Kilauea","10077","Confirmed Eruption","East rift zone, Makaopuhi, Napau","0","1922","5","28","Historical Observations","1922","5","30","19.421","-155.287"
"Kilauea","10076","Confirmed Eruption","Kilauea Caldera","0","1921","3","18","Historical Observations","1921","3","25","19.421","-155.287"
"Kilauea","20717","Confirmed Eruption","SW rift zone (Mauna Iki, 915 m)","0","1919","12","21","Historical Observations","1920","7","30","19.421","-155.287"
"Kilauea","20716","Confirmed Eruption","Kilauea Caldera","0","1919","2","7","Historical Observations","1919","11","28","19.421","-155.287"
"Kilauea","20715","Confirmed Eruption","Kilauea Caldera","0","1918","2","23","Historical Observations","1918","3","9","19.421","-155.287"
"Kilauea","10075","Confirmed Eruption","Halemaumau","0","1906","12","2","Historical Observations","1924","2","0","19.421","-155.287"
"Kilauea","10074","Confirmed Eruption","Halemaumau","0","1905","2","22","Historical Observations","1906","4","0","19.421","-155.287"
"Kilauea","10073","Confirmed Eruption","Halemaumau","0","1903","11","25","Historical Observations","1904","1","10","19.421","-155.287"
"Kilauea","10072","Confirmed Eruption","Halemaumau","0","1902","6","3","Historical Observations","1903","3","5","19.421","-155.287"
"Kilauea","10071","Confirmed Eruption","Halemaumau","0","1902","2","14","Historical Observations","1902","2","0","19.421","-155.287"
"Kilauea","10070","Confirmed Eruption","Halemaumau","0","1897","6","24","Historical Observations","1897","6","27","19.421","-155.287"
"Kilauea","10069","Confirmed Eruption","Halemaumau","0","1896","7","11","Historical Observations","1896","9","25","19.421","-155.287"
